pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,aqi,aqi_bucket,year,month,day,day_of_week,week_of_year,pm_ratio,nox_total
72.29,156.6,31.23,39.24,49.45,29.11,0.94,12.66,30.59,2.78,24.72,136.0,Moderate,2019,2,8,4,6,0.45869289340101527,70.47
82.5,165.94,22.67,38.31,41.45,28.42,0.96,13.25,33.55,2.51,21.49,169.0,Moderate,2019,2,9,5,6,0.4941895291721577,60.980000000000004
143.31,255.47,47.91,49.26,69.38,33.83,1.36,16.41,33.03,4.12,28.28,277.0,Poor,2019,2,10,6,6,0.5587788045385425,97.16999999999999
173.61,304.98,72.35,58.56,95.55,39.17,1.78,17.52,37.03,5.97,41.78,332.0,Very Poor,2019,2,11,0,7,0.5673900254918622,130.91
208.64,357.36,74.17,66.37,101.01,46.24,2.09,19.93,43.29,7.38,59.23,357.0,Very Poor,2019,2,12,1,7,0.5822078356959481,140.54000000000002
198.26,336.99,65.24,70.04,96.09,47.95,1.94,18.61,43.36,6.6,46.95,372.0,Very Poor,2019,2,13,2,7,0.5865854019349684,135.28
153.73,237.08,27.78,53.15,54.06,45.64,1.42,14.53,32.61,4.69,29.52,350.0,Very Poor,2019,2,14,3,7,0.6457073252688171,80.93
123.46,194.76,25.13,44.28,45.94,39.19,1.22,15.38,28.15,3.64,24.5,275.0,Poor,2019,2,15,4,7,0.6306702084184715,69.41
112.34,181.64,17.27,33.33,33.34,35.16,1.13,12.92,26.45,2.79,20.22,288.0,Poor,2019,2,16,5,7,0.6150897941305301,50.599999999999994
99.27,180.93,23.24,42.59,41.77,31.82,1.09,15.14,34.81,2.82,20.46,247.0,Poor,2019,2,17,6,7,0.5456494256032539,65.83
109.11,215.05,32.98,56.12,56.8,33.82,1.18,16.78,33.69,3.38,26.07,278.0,Poor,2019,2,18,0,8,0.5050219856514695,89.1
126.12,229.75,40.67,55.44,65.95,41.33,1.56,15.93,36.66,3.97,34.03,232.0,Poor,2019,2,19,1,8,0.5465655471289275,96.11
102.3,185.4,38.46,51.88,63.41,41.41,1.4,17.16,23.68,4.45,40.74,305.0,Very Poor,2019,2,20,2,8,0.5488197424892703,90.34
73.33,178.07,46.44,47.15,67.04,38.24,1.37,20.1,34.41,3.76,31.74,158.0,Moderate,2019,2,21,3,8,0.40950466298095717,93.59
73.9,147.86,25.55,33.95,41.61,39.11,1.07,13.94,28.45,3.24,24.76,191.0,Moderate,2019,2,22,4,8,0.4964396076850732,59.5
56.51,115.07,11.62,36.12,30.5,26.26,0.85,15.66,37.26,2.09,15.68,116.0,Moderate,2019,2,23,5,8,0.48686137675540625,47.739999999999995
89.34,161.89,19.34,46.26,42.89,29.95,1.03,18.99,38.02,2.43,22.6,169.0,Moderate,2019,2,24,6,8,0.5484682914850513,65.6
92.36,172.59,35.85,53.86,62.0,34.51,1.24,18.07,42.49,3.13,31.49,221.0,Poor,2019,2,25,0,9,0.5320582982890719,89.71000000000001
59.97,120.3,24.36,50.31,48.45,32.19,0.95,16.88,32.19,2.49,28.02,144.0,Moderate,2019,2,26,1,9,0.49439406430338007,74.67
47.18,91.52,14.25,35.07,33.41,26.57,0.79,12.52,31.38,1.67,20.26,112.0,Moderate,2019,2,27,2,9,0.5099437959360138,49.32
96.38,180.46,40.92,45.02,60.89,31.23,1.25,16.98,35.95,3.14,31.82,198.0,Moderate,2019,2,28,3,9,0.5311363385870164,85.94
93.83,181.26,37.55,48.87,60.61,30.2,1.17,15.81,37.75,3.02,33.92,222.0,Poor,2019,3,1,4,9,0.5148140019752003,86.41999999999999
109.6,182.54,40.68,62.05,70.66,36.48,1.36,17.96,25.07,4.51,41.24,227.0,Poor,2019,3,2,5,9,0.5971450365043043,102.72999999999999
62.92,105.16,20.21,40.61,41.09,30.98,1.16,13.48,33.59,2.32,25.83,172.0,Moderate,2019,3,3,6,9,0.592690278824416,60.82
105.93,180.84,49.62,40.1,67.55,37.26,1.54,14.75,38.13,3.92,33.07,217.0,Poor,2019,3,4,0,10,0.5825450945886493,89.72
68.86,135.4,18.77,40.05,37.94,28.71,1.01,14.26,36.3,2.73,21.24,173.0,Moderate,2019,3,5,1,10,0.5048387096774193,58.81999999999999
83.45,168.32,32.02,45.3,53.83,29.05,1.25,15.16,33.71,3.38,28.52,189.0,Moderate,2019,3,6,2,10,0.49285376801322944,77.32
104.61,212.7,55.04,51.9,78.33,32.79,1.48,16.39,39.32,5.34,40.26,228.0,Poor,2019,3,7,3,10,0.4895180159101544,106.94
92.07,199.28,38.94,51.75,63.98,32.86,1.27,17.44,37.86,4.78,39.27,220.0,Poor,2019,3,8,4,10,0.45970641102456555,90.69
73.31,162.18,20.1,40.84,41.64,30.68,0.99,17.3,33.51,3.06,27.63,194.0,Moderate,2019,3,9,5,10,0.44925848755974995,60.940000000000005
73.98,163.8,20.28,44.17,43.2,27.17,0.96,16.36,44.11,3.34,22.35,157.0,Moderate,2019,3,10,6,10,0.4489077669902913,64.45
82.17,205.43,27.71,52.91,53.94,30.69,1.24,18.44,42.09,4.35,28.53,190.0,Moderate,2019,3,11,0,11,0.3980526086324662,80.62
57.28,129.4,14.64,37.45,34.98,29.97,0.93,13.82,37.15,2.9,28.82,149.0,Moderate,2019,3,12,1,11,0.43926380368098156,52.09
89.17,231.19,31.0,57.03,59.86,32.39,1.27,22.48,33.94,4.61,38.19,168.0,Moderate,2019,3,13,2,11,0.38403893363193936,88.03
111.2,217.74,45.43,48.81,69.01,39.07,1.36,17.54,28.81,5.84,43.04,281.0,Poor,2019,3,14,3,11,0.5083660967358508,94.24000000000001
74.88,144.35,30.36,41.27,50.74,32.74,1.0,16.21,33.4,3.55,26.99,183.0,Moderate,2019,3,15,4,11,0.5151702786377709,71.63
68.64,140.6,15.28,40.6,37.43,27.95,0.92,15.72,43.66,2.82,19.21,143.0,Moderate,2019,3,16,5,11,0.4847457627118644,55.88
93.61,184.01,26.28,46.88,50.26,30.56,1.07,19.96,42.0,3.79,26.23,198.0,Moderate,2019,3,17,6,11,0.5059726501270202,73.16
100.32,202.01,30.43,50.33,56.61,32.06,1.19,20.36,43.21,4.13,28.14,221.0,Poor,2019,3,18,0,12,0.49416284912073294,80.75999999999999
103.77,227.07,43.9,55.47,71.06,33.86,1.29,20.72,40.14,4.94,35.57,239.0,Poor,2019,3,19,1,12,0.4549918884552988,99.37
89.82,237.61,37.34,54.67,64.3,36.5,1.35,21.42,40.41,4.72,32.18,234.0,Poor,2019,3,20,2,12,0.3764301579984074,92.01
112.29,197.17,20.46,34.63,37.11,39.26,1.34,19.99,46.64,4.69,20.48,272.0,Poor,2019,3,21,3,12,0.566634707574305,55.09
38.43,119.87,13.54,32.19,28.73,27.85,0.74,16.06,46.73,1.85,12.49,141.0,Moderate,2019,3,22,4,12,0.31794489947877885,45.73
55.62,138.56,8.76,34.57,27.32,26.54,0.89,17.52,52.24,2.27,14.11,131.0,Moderate,2019,3,23,5,12,0.3985382631126397,43.33
53.28,133.47,12.55,34.25,30.81,27.52,0.82,19.06,42.57,2.1,18.18,126.0,Moderate,2019,3,24,6,12,0.3962222056964379,46.8
65.0,150.34,11.9,34.84,30.48,30.32,0.93,20.19,36.06,2.59,18.57,136.0,Moderate,2019,3,25,0,13,0.4294964979516321,46.74
75.82,169.16,16.61,40.8,37.75,29.95,1.04,19.26,41.35,3.25,20.89,162.0,Moderate,2019,3,26,1,13,0.4455806299952985,57.41
78.37,186.49,26.56,49.68,50.71,29.54,1.22,20.35,43.23,3.96,26.16,177.0,Moderate,2019,3,27,2,13,0.41799562643340976,76.24
116.55,260.26,55.47,60.18,81.85,34.47,1.76,24.86,48.44,6.64,46.43,245.0,Poor,2019,3,28,3,13,0.44610732603536707,115.65
112.67,257.27,62.67,60.4,89.35,40.53,1.8,19.52,46.51,6.85,54.66,273.0,Poor,2019,3,29,4,13,0.43624888682386653,123.07
102.27,238.99,38.68,53.75,64.31,41.4,1.51,22.39,51.49,5.34,39.48,252.0,Poor,2019,3,30,5,13,0.4261427559481645,92.43
58.96,177.53,15.14,38.42,35.27,32.06,0.94,18.9,48.72,2.54,19.16,198.0,Moderate,2019,3,31,6,13,0.3302526186075169,53.56
59.08,170.14,11.3,38.55,32.02,27.21,0.88,20.09,54.95,2.46,14.87,153.0,Moderate,2019,4,1,0,14,0.34521444431459625,49.849999999999994
90.1,211.47,29.38,55.76,57.47,29.3,1.19,24.4,54.67,4.02,27.15,194.0,Moderate,2019,4,2,1,14,0.42405986727538003,85.14
85.02,206.04,30.83,54.91,58.01,30.85,1.32,21.6,51.06,4.1,30.97,208.0,Poor,2019,4,3,2,14,0.410645285935085,85.74
119.71,270.77,53.23,63.62,81.06,37.04,1.8,29.11,60.25,6.57,44.58,260.0,Poor,2019,4,4,3,14,0.4404827611583324,116.85
125.44,281.53,61.96,64.7,90.76,41.23,1.96,28.67,57.0,6.53,44.11,284.0,Poor,2019,4,5,4,14,0.4439882490355007,126.66
96.6,303.71,29.62,48.72,53.28,37.35,1.32,23.23,50.84,4.68,31.87,269.0,Poor,2019,4,6,5,14,0.31702274293590627,78.34
152.91,355.22,31.7,44.64,52.96,52.01,1.49,21.35,53.16,5.88,27.68,315.0,Very Poor,2019,4,7,6,14,0.4292572006063668,76.34
81.3,280.23,24.07,45.87,47.31,41.0,1.06,15.1,51.32,2.83,23.2,284.0,Poor,2019,4,8,0,15,0.2890872239803719,69.94
87.74,225.5,33.85,53.88,60.44,38.26,1.44,22.03,57.86,4.92,31.98,240.0,Poor,2019,4,9,1,15,0.38737306843267105,87.73
101.94,247.53,55.11,56.82,80.11,40.97,1.76,20.84,50.86,6.07,38.21,263.0,Poor,2019,4,10,2,15,0.4101718102442361,111.93
70.25,204.19,29.03,47.54,53.99,34.96,1.21,21.51,48.59,3.28,32.83,196.0,Moderate,2019,4,11,3,15,0.34236561235927676,76.57
61.34,217.0,19.27,40.09,40.63,34.06,1.12,19.48,51.94,2.79,27.97,202.0,Poor,2019,4,12,4,15,0.28137614678899087,59.36
55.93,175.93,15.35,37.89,35.19,33.66,1.06,20.82,45.3,2.42,25.55,175.0,Moderate,2019,4,13,5,15,0.31611371728932347,53.24
51.51,168.11,15.19,36.61,34.28,29.84,1.02,20.65,41.86,2.02,20.11,150.0,Moderate,2019,4,14,6,15,0.3045946425403583,51.8
54.84,187.59,29.69,41.92,50.81,29.21,1.28,22.2,42.3,2.74,25.15,163.0,Moderate,2019,4,15,0,16,0.2907895434540538,71.61
59.08,186.75,17.1,35.01,35.08,30.98,1.1,12.59,47.49,2.52,18.41,206.0,Poor,2019,4,16,1,16,0.3146737683089214,52.11
22.14,62.49,9.73,26.84,23.56,26.7,0.9,11.1,45.44,1.16,10.16,102.0,Moderate,2019,4,17,2,16,0.3487163332808316,36.57
38.92,91.55,15.97,39.07,35.02,26.28,1.01,15.05,50.12,2.26,16.68,104.0,Moderate,2019,4,18,3,16,0.42052944354403027,55.04
71.62,155.39,26.94,47.56,49.15,29.85,1.24,21.22,45.45,3.13,22.01,151.0,Moderate,2019,4,19,4,16,0.45795766992774484,74.5
90.55,193.76,30.3,55.28,56.28,29.35,1.42,26.03,55.67,3.8,21.84,199.0,Moderate,2019,4,20,5,16,0.46493119737112343,85.58
95.24,219.06,44.24,58.95,69.32,31.53,1.66,22.16,50.13,4.44,29.87,225.0,Poor,2019,4,21,6,16,0.43279105698445874,103.19
110.16,255.31,48.31,61.72,74.42,36.99,1.87,29.31,56.24,5.89,36.82,246.0,Poor,2019,4,22,0,17,0.42979204869103815,110.03
104.17,277.28,56.94,63.45,83.46,38.2,1.92,25.76,53.24,6.09,47.16,257.0,Poor,2019,4,23,1,17,0.37433520195486564,120.39
85.7,262.58,12.55,51.58,39.67,37.64,1.41,19.17,61.45,3.75,25.22,232.0,Poor,2019,4,24,2,17,0.32513847788147815,64.13
86.41,274.39,9.48,39.89,30.31,40.86,1.31,17.67,65.26,3.38,23.29,251.0,Poor,2019,4,25,3,17,0.31377319437888085,49.370000000000005
82.37,244.21,30.38,50.69,52.86,32.2,1.34,26.12,47.45,4.54,35.45,223.0,Poor,2019,4,26,4,17,0.3359161535010807,81.07
73.06,301.82,15.19,39.8,34.4,28.15,1.05,21.85,52.16,2.92,23.25,248.0,Poor,2019,4,27,5,17,0.2412654382141206,54.989999999999995
76.44,285.73,17.66,40.9,35.31,25.63,1.06,20.02,54.0,2.53,25.12,269.0,Poor,2019,4,28,6,17,0.2665922644997035,58.56
84.04,274.83,33.17,52.04,53.91,27.82,1.33,23.71,50.32,4.05,31.9,256.0,Poor,2019,4,29,0,18,0.3046804190987203,85.21000000000001
95.72,284.13,32.91,59.32,57.61,31.91,1.62,26.58,57.54,4.92,33.92,257.0,Poor,2019,4,30,1,18,0.3357065198330586,92.22999999999999
111.57,323.97,35.18,63.15,58.94,36.73,1.61,27.67,65.95,4.87,31.18,285.0,Poor,2019,5,1,2,18,0.34332399913838196,98.33
77.72,282.83,20.46,43.19,36.46,36.44,1.19,18.26,65.33,3.25,24.4,275.0,Poor,2019,5,2,3,18,0.27382588168974387,63.65
52.16,149.1,25.52,49.82,43.92,32.34,1.09,17.91,64.36,2.63,20.92,202.0,Poor,2019,5,3,4,18,0.3475016655562958,75.34
77.96,196.87,38.81,59.78,54.6,30.39,1.26,18.19,46.34,3.06,23.01,182.0,Moderate,2019,5,4,5,18,0.3939960580178905,98.59
101.25,249.97,39.94,55.16,57.99,22.41,1.51,21.93,52.97,2.68,20.52,231.0,Poor,2019,5,5,6,18,0.4034346734669482,95.1
118.9,295.84,62.99,70.81,84.3,31.51,1.93,23.72,55.91,5.08,37.46,267.0,Poor,2019,5,6,0,19,0.40055248618784534,133.8
128.78,378.89,79.63,69.77,103.77,35.25,1.98,22.77,40.32,5.29,41.56,310.0,Very Poor,2019,5,7,1,19,0.33899286635605047,149.39999999999998
143.34,415.23,77.12,60.85,100.34,35.57,2.0,25.84,47.34,6.33,51.12,389.0,Very Poor,2019,5,8,2,19,0.34437690699853446,137.97
137.2,414.7,34.13,51.13,57.35,30.33,1.52,23.46,50.71,4.73,35.17,390.0,Very Poor,2019,5,9,3,19,0.33004570603800815,85.26
95.07,320.44,16.0,38.05,34.62,25.68,1.03,17.6,52.66,3.02,21.93,333.0,Very Poor,2019,5,10,4,19,0.29576281732205073,54.05
101.83,289.05,14.21,42.02,35.69,30.12,1.15,21.6,62.02,3.21,24.68,266.0,Poor,2019,5,11,5,19,0.3510774004481986,56.230000000000004
178.22,503.28,12.49,40.68,33.4,29.53,1.22,19.36,57.85,2.71,18.73,352.0,Very Poor,2019,5,12,6,19,0.35341476957245976,53.17
170.81,351.28,19.85,50.88,44.98,36.48,1.51,33.5,67.84,4.4,24.54,376.0,Very Poor,2019,5,13,0,20,0.48486998978085616,70.73
58.22,124.28,11.9,37.53,30.36,33.9,1.02,13.4,54.85,2.15,21.65,217.0,Poor,2019,5,14,1,20,0.4647190293742018,49.43
84.81,191.04,31.89,57.75,59.46,43.8,1.52,20.93,41.85,5.07,36.61,194.0,Moderate,2019,5,15,2,20,0.4416267444282441,89.64
75.45,218.38,26.79,50.99,51.51,44.72,1.38,15.36,46.97,4.14,31.48,192.0,Moderate,2019,5,16,3,20,0.34392378521287265,77.78
92.53,316.4,33.84,45.67,54.56,41.4,1.31,13.26,46.42,3.87,33.11,257.0,Poor,2019,5,17,4,20,0.29152488972904855,79.51
44.28,106.51,11.87,33.79,29.15,39.74,1.04,10.93,45.46,2.4,20.4,176.0,Moderate,2019,5,18,5,20,0.41186866338015066,45.66
81.99,162.83,17.04,45.8,40.46,35.4,1.21,17.36,59.34,3.35,20.41,168.0,Moderate,2019,5,19,6,20,0.5004577916132575,62.839999999999996
93.97,218.72,34.09,56.55,61.22,35.13,1.35,19.81,53.31,4.38,27.74,216.0,Poor,2019,5,20,0,21,0.4276806845075551,90.64
77.78,194.58,20.21,47.58,44.25,32.12,1.21,20.15,55.06,3.66,22.84,206.0,Poor,2019,5,21,1,21,0.39768892524798033,67.78999999999999
64.24,201.27,32.04,51.8,57.11,32.83,1.5,16.92,38.34,4.15,27.61,167.0,Moderate,2019,5,22,2,21,0.3175952934196865,83.84
92.4,230.0,36.6,52.71,60.95,36.98,1.49,21.68,55.29,5.49,34.62,228.0,Poor,2019,5,23,3,21,0.4,89.31
43.86,117.66,20.82,40.33,40.59,45.86,1.21,11.99,31.11,3.49,31.5,151.0,Moderate,2019,5,24,4,21,0.36962750716332377,61.15
43.66,118.65,11.83,34.52,29.66,33.81,0.99,13.09,51.47,2.65,18.48,125.0,Moderate,2019,5,25,5,21,0.3648976180526535,46.35
55.13,136.58,13.32,41.51,34.89,27.2,1.06,17.94,59.94,2.53,23.51,135.0,Moderate,2019,5,26,6,21,0.40071231283616804,54.83
64.66,172.68,26.16,53.92,53.14,28.45,1.28,18.9,53.59,3.43,30.03,163.0,Moderate,2019,5,27,0,22,0.37229387379087975,80.08
65.82,183.77,37.41,61.45,66.06,29.84,1.3,20.59,54.43,4.44,30.24,175.0,Moderate,2019,5,28,1,22,0.3562266601721058,98.86
74.8,202.75,34.62,65.84,68.16,29.53,1.45,23.61,57.99,4.85,34.39,191.0,Moderate,2019,5,29,2,22,0.3671165644171779,100.46000000000001
85.21,246.05,69.58,71.8,97.8,33.5,1.75,21.99,49.58,7.68,51.27,226.0,Poor,2019,5,30,3,22,0.344909937259664,141.38
88.57,337.77,44.18,56.83,69.0,34.26,1.47,19.82,58.49,4.7,32.57,266.0,Poor,2019,5,31,4,22,0.2614458186970511,101.00999999999999
95.4,298.35,45.28,57.24,69.74,40.73,1.56,21.54,64.56,5.58,34.6,300.0,Poor,2019,6,1,5,22,0.3186904960748288,102.52000000000001
73.36,219.79,10.15,32.22,26.31,48.12,1.07,14.15,60.84,2.43,13.66,222.0,Poor,2019,6,2,6,22,0.33226142488337335,42.37
66.94,300.7,11.7,30.33,26.82,43.32,1.03,12.64,60.03,1.79,8.62,232.0,Poor,2019,6,3,0,23,0.22187603579714948,42.03
54.95,171.58,14.93,36.0,32.65,34.34,1.14,13.67,65.82,2.18,16.91,212.0,Poor,2019,6,4,1,23,0.31840305945068953,50.93
73.35,208.72,14.43,42.68,36.36,35.7,1.29,15.82,59.78,3.15,20.62,190.0,Moderate,2019,6,5,2,23,0.3497520503528514,57.11
70.61,236.45,20.85,44.85,42.88,35.27,1.13,16.15,61.04,2.8,23.94,209.0,Poor,2019,6,6,3,23,0.29736786691935146,65.7
54.81,152.39,14.19,35.32,32.74,32.37,1.11,14.44,74.12,2.27,18.06,192.0,Moderate,2019,6,7,4,23,0.3573244670447878,49.51
69.75,187.62,23.42,51.0,50.16,38.84,1.47,13.47,63.64,2.96,25.47,184.0,Moderate,2019,6,8,5,23,0.3697911144099247,74.42
101.05,265.12,57.24,62.84,85.14,35.74,1.86,21.74,69.14,5.72,39.35,237.0,Poor,2019,6,9,6,23,0.3797159176311438,120.08000000000001
74.48,233.49,47.15,61.53,76.01,36.64,1.63,15.19,55.95,4.37,34.84,230.0,Poor,2019,6,10,0,24,0.31762548509531324,108.68
118.38,487.77,44.64,49.86,65.68,32.16,1.41,13.52,39.96,3.41,31.38,315.0,Very Poor,2019,6,11,1,24,0.24219980768050411,94.5
59.86,240.88,16.55,30.46,30.61,34.98,0.92,11.57,62.12,1.98,14.48,280.0,Poor,2019,6,12,2,24,0.24747808830825202,47.010000000000005
52.66,189.69,13.33,34.53,31.46,30.0,1.03,11.79,52.93,1.96,17.35,189.0,Moderate,2019,6,13,3,24,0.2761550159945461,47.86
53.79,188.21,18.67,37.07,37.54,23.77,1.07,12.89,59.31,2.32,21.47,167.0,Moderate,2019,6,14,4,24,0.2842872998255906,55.74
81.86,274.68,26.39,47.15,49.69,23.84,1.18,17.56,57.41,3.71,27.52,217.0,Poor,2019,6,15,5,24,0.2969384793964016,73.53999999999999
42.06,160.96,11.58,20.56,21.83,24.86,0.8,9.54,46.81,1.08,12.14,205.0,Poor,2019,6,16,6,24,0.25969375154359103,32.14
40.18,137.08,13.34,27.51,26.75,26.8,0.89,11.07,40.56,1.75,15.55,126.0,Moderate,2019,6,17,0,25,0.2909907300115875,40.85
30.39,84.53,15.97,32.32,31.79,25.6,1.03,8.0,48.99,1.92,22.32,119.0,Moderate,2019,6,18,1,25,0.355313924938618,48.29
79.96,223.08,17.37,37.14,36.51,35.53,1.12,12.69,61.02,2.98,24.24,173.0,Moderate,2019,6,19,2,25,0.3568368439842913,54.510000000000005
42.76,130.88,10.57,31.19,26.95,29.5,0.92,9.7,68.57,1.76,12.68,175.0,Moderate,2019,6,20,3,25,0.32423415225963,41.760000000000005
71.15,188.16,13.56,44.78,37.67,32.14,1.22,12.23,59.68,3.07,24.07,178.0,Moderate,2019,6,21,4,25,0.3761366039331783,58.34
68.27,177.16,12.77,44.12,37.1,32.1,1.11,14.97,69.18,3.0,23.59,185.0,Moderate,2019,6,22,5,25,0.38319488100583743,56.89
42.06,126.12,6.64,23.02,19.84,31.36,0.95,10.11,57.33,1.55,9.57,153.0,Moderate,2019,6,23,6,25,0.33086847073631215,29.66
26.29,85.68,9.51,25.93,22.57,28.84,0.92,10.74,37.78,1.48,11.28,118.0,Moderate,2019,6,24,0,26,0.3032994923857868,35.44
53.65,119.98,11.18,32.24,29.27,28.87,1.07,11.91,54.02,2.67,20.21,131.0,Moderate,2019,6,25,1,26,0.4434617292114399,43.42
67.36,155.9,15.67,37.39,34.44,30.64,1.16,12.87,46.26,2.75,21.37,161.0,Moderate,2019,6,26,2,26,0.4293180369662205,53.06
65.3,230.98,17.87,39.94,38.24,29.35,1.16,13.46,46.84,2.8,22.59,169.0,Moderate,2019,6,27,3,26,0.28148978360203464,57.81
61.21,239.15,19.71,38.37,37.84,27.53,1.02,14.43,38.39,2.99,20.4,207.0,Poor,2019,6,28,4,26,0.2548823651884239,58.08
58.08,271.27,16.84,34.56,35.19,23.72,0.93,11.99,37.99,2.43,20.25,223.0,Poor,2019,6,29,5,26,0.21331766261431667,51.400000000000006
65.24,270.03,22.46,33.03,39.12,25.87,1.04,12.82,44.4,2.7,22.73,234.0,Poor,2019,6,30,6,26,0.24071136036601115,55.49
57.27,189.32,10.44,31.09,27.68,26.07,0.94,12.22,58.0,1.96,17.02,195.0,Moderate,2019,7,1,0,27,0.3009142496847415,41.53
71.68,233.25,7.78,28.13,23.43,27.24,0.99,12.02,64.82,2.08,18.29,202.0,Poor,2019,7,2,1,27,0.3059978655282818,35.91
39.99,113.92,7.3,26.57,21.33,33.05,0.99,9.75,42.31,1.69,9.86,162.0,Moderate,2019,7,3,2,27,0.34798120431604596,33.87
36.82,87.8,12.82,29.23,27.0,28.65,1.11,9.75,28.2,2.25,22.07,111.0,Moderate,2019,7,4,3,27,0.4146396396396397,42.05
48.6,99.98,18.04,34.77,34.24,37.63,1.2,11.05,22.68,2.88,24.95,113.0,Moderate,2019,7,5,4,27,0.48128342245989303,52.81
34.25,87.5,12.04,29.91,26.12,36.77,1.0,10.18,33.71,1.93,15.95,99.0,Satisfactory,2019,7,6,5,27,0.3870056497175141,41.95
38.81,91.79,11.02,28.87,25.63,32.3,1.08,10.67,38.66,1.97,13.47,101.0,Moderate,2019,7,7,6,27,0.41825627761612244,39.89
49.12,148.79,12.56,32.85,28.57,33.43,1.15,10.64,35.11,2.22,16.39,129.0,Moderate,2019,7,8,0,28,0.327925762734495,45.410000000000004
42.56,128.6,11.93,30.38,26.68,32.19,1.11,9.52,25.75,1.94,18.86,131.0,Moderate,2019,7,9,1,28,0.3283950617283951,42.31
69.21,278.71,13.97,31.36,29.11,33.73,1.04,10.41,28.65,2.24,16.29,150.0,Moderate,2019,7,10,2,28,0.24743484323048873,45.33
76.99,352.26,15.0,29.87,29.36,32.06,0.97,9.64,29.84,2.04,20.77,300.0,Poor,2019,7,11,3,28,0.21794145954820812,44.870000000000005
76.35,363.7,14.0,26.97,27.19,33.13,1.05,8.96,28.38,1.98,18.57,294.0,Poor,2019,7,12,4,28,0.209350150808884,40.97
63.18,294.27,11.09,23.13,22.98,28.61,0.97,9.11,30.81,1.92,18.59,312.0,Very Poor,2019,7,13,5,28,0.21397365123446338,34.22
63.16,280.99,11.36,25.1,24.71,26.67,0.95,9.85,32.77,1.59,14.1,243.0,Poor,2019,7,14,6,28,0.22397957374374977,36.46
42.04,137.67,11.57,27.17,26.07,25.07,1.09,10.39,27.23,1.97,18.94,180.0,Moderate,2019,7,15,0,29,0.30316578928391147,38.74
31.51,79.22,8.59,27.54,23.74,26.39,1.05,9.64,30.05,1.99,20.07,117.0,Moderate,2019,7,16,1,29,0.3927948142607829,36.129999999999995
32.06,67.73,11.08,28.44,26.68,25.91,1.03,8.91,31.48,2.24,22.46,92.0,Satisfactory,2019,7,17,2,29,0.4664629710461225,39.52
32.92,78.08,19.36,37.14,37.88,26.54,1.24,8.86,30.75,2.37,22.82,98.0,Satisfactory,2019,7,18,3,29,0.4162873039959535,56.5
63.02,158.3,29.13,40.79,49.35,30.83,1.41,9.95,49.9,3.38,32.0,142.0,Moderate,2019,7,19,4,29,0.3956057752667922,69.92
46.43,117.84,14.59,37.1,34.22,34.1,1.15,8.6,29.1,2.39,26.17,137.0,Moderate,2019,7,20,5,29,0.3906933692359475,51.69
50.57,105.55,23.14,33.89,40.01,37.02,1.39,8.83,32.04,2.6,27.75,123.0,Moderate,2019,7,21,6,29,0.47461285781323326,57.03
60.38,119.66,31.57,33.03,45.91,43.72,1.55,8.95,34.79,2.91,29.07,124.0,Moderate,2019,7,22,0,30,0.5004143875352229,64.6
73.08,153.96,26.12,39.89,46.01,45.51,1.61,9.05,40.16,2.82,32.72,156.0,Moderate,2019,7,23,1,30,0.4716055756324212,66.01
63.26,156.93,22.05,40.29,42.88,44.36,1.41,8.83,33.1,2.36,27.06,165.0,Moderate,2019,7,24,2,30,0.40055720889001456,62.34
22.79,63.51,16.78,33.52,33.55,37.17,0.94,8.76,22.78,1.69,17.02,98.0,Satisfactory,2019,7,25,3,30,0.3532785614633391,50.300000000000004
30.63,61.26,13.26,31.61,29.95,36.06,0.99,8.92,27.72,2.1,22.74,94.0,Satisfactory,2019,7,26,4,30,0.491969161580469,44.87
26.16,45.04,11.98,25.34,25.46,30.26,1.0,8.67,29.54,2.0,20.94,85.0,Satisfactory,2019,7,27,5,30,0.5682015638575152,37.32
21.13,46.35,9.12,21.89,21.22,28.65,0.89,8.43,30.62,1.3,13.8,83.0,Satisfactory,2019,7,28,6,30,0.4462513199577613,31.009999999999998
24.45,64.17,10.8,25.11,24.31,31.27,0.92,8.97,29.78,1.52,15.9,82.0,Satisfactory,2019,7,29,0,31,0.3751726254411539,35.91
30.1,82.81,10.37,26.92,25.19,33.49,0.97,9.36,27.42,2.01,20.2,90.0,Satisfactory,2019,7,30,1,31,0.35914568667223484,37.29
30.22,76.67,10.23,26.45,24.98,33.79,0.93,8.78,31.25,1.65,18.71,90.0,Satisfactory,2019,7,31,2,31,0.3890820136474829,36.68
34.26,85.89,10.07,28.4,26.51,33.55,0.94,8.79,32.51,1.88,17.74,98.0,Satisfactory,2019,8,1,3,31,0.39429163309932097,38.47
35.06,83.66,11.86,30.96,29.14,32.66,1.03,8.45,29.29,2.14,24.9,95.0,Satisfactory,2019,8,2,4,31,0.41412709662178127,42.82
38.54,80.35,16.87,31.0,33.32,35.33,1.07,9.43,27.74,2.58,28.18,104.0,Moderate,2019,8,3,5,31,0.47375537799631223,47.870000000000005
46.69,88.15,17.79,30.9,34.32,34.25,1.13,9.96,27.25,2.13,21.93,101.0,Moderate,2019,8,4,6,31,0.5237240605720694,48.69
52.2,104.96,20.62,34.64,38.54,37.17,1.24,9.37,28.66,2.18,23.36,108.0,Moderate,2019,8,5,0,32,0.492638731596829,55.260000000000005
